Time,QR Code,Result
2025-06-10 17:13:06,DTADQ5DC44B11054O3A0273,PASS
2025-06-10 17:14:35,DTADQ5DC44B11054O3A0273,FAIL
2025-06-10 17:19:09,DTADQ5DC44B11054O3A0273,FAIL
2025-06-10 17:19:50,DTADQ5DC44B11054O3A0273,PASS
2025-06-10 17:24:19,DTADQ5DC44B11054O3A0273,FAIL
2025-06-10 17:24:24,DTADQ5DC44B11054O3A026H,FAIL
2025-06-10 17:24:33,DTADQ5DC44B11054O3A026H,FAIL
2025-06-10 17:24:47,DTADQ5DC44B11054O3A026H,FAIL
