Time,QR Code,Result
2025-08-27 10:51:02,DTADQ5DC44B1105853A03IN,PASS
2025-08-27 10:51:14,DTADQ5DC44B1105853A03IN,PASS
2025-08-27 10:51:29,DTADQ5DC44B1105853A03IN,PASS
2025-08-27 10:51:31,DTADQ5DC44B1105853A03IN,PASS
2025-08-27 10:51:37,DTADQ5DC44B1105853A03IN,PASS
2025-08-27 10:51:44,DTADQ5DC44B1105853A03IN,PASS
2025-08-27 10:52:40,DTADQ5DC44B1105853A03IN,PASS
2025-08-27 10:52:49,DTADQ5DC44B1105853A03IN,PASS
2025-08-27 10:58:30,DTADQ5DC44B1105853A03IN,PASS
2025-08-27 11:09:27,DTADQ5DC44B1105853A03IN,PASS
2025-08-27 11:09:31,DTADQ5DC44B1105853A03IN,PASS
2025-08-27 11:11:24,DTADQ5DC44B1105853A03IN,PASS
2025-08-27 11:18:03,DTADQ5DC44B1105853A03IN,PASS
2025-08-27 11:19:16,DTADQ5DC44B1105853A03IN,FAIL
2025-08-28 16:54:56,DTADQ5DC44B1105853A03IN,PASS
2025-08-28 19:05:41,DTADQ5DC44B1105853A03IN,PASS
2025-08-28 19:06:04,DTADQ5DC44B1105853A03IN,PASS
2025-08-28 19:45:44,DTADQ5DC44B1105853A03IN,PASS
2025-08-28 19:47:00,DTADQ5DC44B1105853A03IN,PASS
2025-08-28 19:47:09,DTADQ5DC44B1105853A03IN,PASS
2025-08-28 19:47:31,DTADQ5DC44B1105853A03IN,PASS
2025-08-28 19:48:14,DTADQ5DC44B1105853A03IN,PASS
2025-08-28 19:48:25,DTADQ5DC44B1105853A03IN,PASS
2025-08-28 19:48:30,DTADQ5DC44B1105853A03IN,PASS
2025-08-28 19:48:33,DTADQ5DC44B1105853A03IN,PASS
2025-08-29 08:42:55,DTADQ5DC44B1105853A03IN,PASS
2025-08-29 08:49:26,DTADQ5DC44B1105853A03IN,PASS
2025-08-29 08:55:51,DTADQ5DC44B1105853A03IN,PASS
2025-08-29 08:55:58,DTADQ5DC44B1105853A03IN,PASS
2025-08-29 08:56:13,DTADQ5DC44B1105853A03IN,PASS
2025-08-29 08:56:21,DTADQ5DC44B1105853A03IN,PASS
2025-08-29 08:58:11,DTADQ5DC44B1105853A03IN,PASS
2025-08-29 08:58:45,DTADQ5DC44B1105853A03IN,PASS
2025-08-29 09:01:38,DTADQ5DC44B1105853A03IN,PASS
2025-08-29 09:01:51,DTADQ5DC44B1105853A03IN,PASS
2025-08-29 09:24:44,DTADQ5DC44B1105853A03IN,PASS
2025-08-29 09:24:50,DTADQ5DC44B1105853A03IN,PASS
2025-08-29 09:24:56,DTADQ5DC44B1105853A03IN,PASS
2025-08-29 09:30:11,DTADQ5DC44B1105853A03IN,PASS
2025-08-29 10:29:11,DTADQ5DC44B1105853A03IN,PASS
2025-08-29 10:30:36,DTADQ5DC44B1105853A03IN,PASS
2025-08-29 10:30:46,DTADQ5DC44B1105853A03IN,PASS
2025-08-29 11:44:40,DTADQ5DC44B1105853A03IN,PASS
2025-08-29 11:48:11,DTADQ5DC44B1105853A03IN,PASS
2025-08-29 11:49:47,DTADQ5DC44B1105853A03IN,PASS
2025-08-29 11:50:36,DTADQ5DC44B1105853A03IN,PASS
2025-08-29 11:52:17,DTADQ5DC44B1105853A03IN,PASS
2025-08-29 11:54:35,DTADQ5DC44B1105853A03IN,PASS
