Time,QR Code,Result
2025-05-29 09:34:00,DTADQ5DC44B11054O3A0273,PASS
2025-05-29 09:34:07,DTADQ5DC44B11054O3A0273,PASS
2025-05-29 09:36:20,DTADQ5DC44B11054O3A0273,PASS
2025-05-29 09:42:02,DTADQ5DC44B11054O3A0273,PASS
